STNID,NAME,CTRY,COUNTRY_NAME,ISO2C,ISO3C,STATE,LATITUDE,LONGITUDE,ELEVATION,BEGIN,END,YEARMODA,YEAR,MONTH,DAY,YDAY,TEMP,TEMP_ATTRIBUTES,DEWP,DEWP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,STP,STP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES,MXSPD,GUST,MAX,MAX_ATTRIBUTES,MIN,MIN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNDP,I_FOG,I_RAIN_DRIZZLE,I_SNOW_ICE,I_HAIL,I_THUNDER,I_TORNADO_FUNNEL,EA,ES,RH,ELEV(M)
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-06-05,2021,6,5,156,24.8,24,16.4,24,1010.4,24,9.4,24,15.9,24,4.8,24,9.3,12.4,32.8,NA,17.2,NA,2.79,G,NA,0,0,0,0,0,0,1.9,3.1,59.6,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-06-06,2021,6,6,157,29.3,24,15.8,24,1013.4,24,12.4,24,16.1,24,4.2,24,7.7,10.3,34.4,NA,17.2,NA,0,G,NA,0,0,0,0,0,0,1.8,4.1,44,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-06-07,2021,6,7,158,29.6,24,17.8,24,1016.2,24,15.3,24,16.1,24,5.4,24,9.3,12.4,35.6,NA,21.1,NA,0,G,NA,0,0,0,0,0,0,2,4.1,49.1,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-06-08,2021,6,8,159,28.8,24,20.2,24,1015.5,23,14.4,24,16.1,24,5.1,24,7.7,NA,35.6,NA,22.8,NA,0,G,NA,1,0,0,1,0,NA,2.4,4,59.8,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-06-09,2021,6,9,160,27.3,24,20.6,24,1013.6,24,12.6,24,15.9,24,3,24,6.7,9.3,35,NA,23.3,NA,1.27,G,NA,1,0,0,0,0,NA,2.4,3.6,66.9,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-06-10,2021,6,10,161,21.9,24,9.9,24,1016.9,24,15.9,24,16.1,24,4.8,24,7.2,NA,33.3,NA,17.2,NA,0,I,NA,0,0,0,0,0,0,1.2,2.6,46.4,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-06-11,2021,6,11,162,16.4,24,8.7,24,1018.3,24,17.3,24,16.1,24,3.5,24,6.2,NA,24.4,NA,13.9,NA,0,G,NA,0,0,0,0,0,0,1.1,1.9,60.3,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-06-12,2021,6,12,163,17.8,24,13.8,24,1012,21,11.1,24,12.7,24,2.3,24,4.6,NA,21.7,NA,13.9,NA,18.03,G,NA,1,0,0,0,0,NA,1.6,2,77.4,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-06-13,2021,6,13,164,22.4,24,13.1,24,1011.2,24,10.3,24,16.1,24,4.1,24,7.2,8.2,29.4,NA,8.9,NA,14.99,G,NA,0,0,0,0,0,0,1.5,2.7,55.7,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-06-14,2021,6,14,165,18.8,24,13.9,24,1012.6,21,11.5,24,14.2,24,3.9,24,6.2,NA,29.4,NA,15.6,NA,0,G,NA,1,0,0,0,0,NA,1.6,2.2,73.2,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-06-15,2021,6,15,166,19.3,24,16.9,24,1007.1,17,6.6,24,10.5,24,2.3,24,5.1,NA,22.8,NA,15.6,NA,13.46,G,NA,1,1,0,0,0,0,1.9,2.2,86,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-06-16,2021,6,16,167,20.4,24,10.4,24,1006.9,24,5.9,24,16.1,24,4.6,24,7.7,10.8,25,NA,16.7,NA,0.25,G,NA,1,0,NA,NA,NA,NA,1.3,2.4,52.6,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-06-17,2021,6,17,168,21.4,24,5.9,24,1012.4,24,11.4,24,16.1,24,4,24,6.2,8.8,26.7,NA,15.6,NA,0,G,NA,0,0,0,0,0,0,0.9,2.5,36.5,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-06-18,2021,6,18,169,23.3,24,8,24,1014.2,24,13.2,24,16.1,24,3.3,24,6.7,9.3,29.4,NA,15.6,NA,0,G,NA,0,0,0,0,0,0,1.1,2.9,37.5,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-06-19,2021,6,19,170,25.5,24,14.1,24,1007.3,24,6.3,24,16.1,24,5.6,24,7.7,11.3,32.8,NA,15.6,NA,0,G,NA,1,0,0,0,0,NA,1.6,3.3,49.3,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-06-20,2021,6,20,171,26.3,24,15.1,24,1007.1,24,6.1,24,16.1,24,4.8,24,7.7,11.3,32.8,NA,20.6,NA,0,G,NA,0,0,0,0,0,0,1.7,3.4,50.2,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-06-21,2021,6,21,172,25.8,24,19.4,24,1006.9,23,5.8,24,16.1,24,5.7,24,9.8,12.9,31.7,NA,20.6,NA,0,G,NA,0,0,0,0,0,0,2.2,3.3,67.8,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-06-22,2021,6,22,173,24.4,24,19.2,24,1003.5,18,2.7,24,14.3,24,4.9,24,9.8,13.9,30.6,NA,18.9,NA,0,G,NA,1,0,0,1,0,NA,2.2,3.1,72.8,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-06-23,2021,6,23,174,18.8,24,10.2,24,1016.5,24,15,24,15.9,24,5,24,7.7,9.8,30.6,NA,15,NA,23.11,G,NA,1,0,0,0,0,NA,1.2,2.2,57.4,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-06-24,2021,6,24,175,18.9,24,11.9,24,1028.1,24,27.1,24,16.1,24,4.2,24,10.3,NA,23.9,NA,15,NA,0,G,NA,0,0,0,0,0,0,1.4,2.2,63.8,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-06-25,2021,6,25,176,17.8,24,14.8,24,1027,17,26.2,24,11.4,24,3.3,24,5.1,NA,23.3,NA,15,NA,2.03,G,NA,1,0,0,0,0,NA,1.7,2,82.6,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-06-26,2021,6,26,177,23.1,24,18.6,24,1023.5,21,22.8,24,15.1,24,5.4,24,8.8,11.3,30,NA,16.1,NA,0.25,G,NA,1,0,0,0,0,NA,2.1,2.8,75.8,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-06-27,2021,6,27,178,27.1,24,20.7,24,1020.4,23,19.5,24,16.1,24,6.9,24,10.8,13.9,31.7,NA,18.9,NA,0,G,NA,0,0,0,0,0,0,2.4,3.6,68.1,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-06-28,2021,6,28,179,29.4,24,21.4,24,1019.7,24,18.7,24,16.1,24,6.5,24,10.3,11.3,36.1,NA,23.3,NA,0,G,NA,0,0,0,0,0,0,2.5,4.1,62.1,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-06-29,2021,6,29,180,31.5,24,21.9,24,1019.5,24,18.5,24,16.1,24,5.2,24,7.2,12.4,37.2,NA,23.9,NA,0,G,NA,1,0,0,1,0,NA,2.6,4.6,56.8,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-06-30,2021,6,30,181,31,24,21.3,24,1014.5,24,13.5,24,15.6,24,4.8,24,10.3,22.1,36.7,*,23.3,*,0,G,NA,1,0,0,1,0,NA,2.5,4.5,56.3,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-07-01,2021,7,1,182,25.4,24,20.2,24,1010.6,24,9.6,24,15.6,24,4.3,24,7.2,NA,28.3,*,22.8,*,4.06,G,NA,1,0,0,1,0,NA,2.4,3.2,73,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-07-02,2021,7,2,183,18.3,24,16.6,24,1009.8,12,8.3,24,6.6,24,5.2,24,8.8,12.4,29.4,NA,15,NA,73.15,G,NA,1,0,0,0,0,NA,1.9,2.1,89.8,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-07-03,2021,7,3,184,15.1,24,13.6,24,1010.6,16,9.6,24,4,24,6.4,24,8.2,10.8,20.6,NA,13.9,NA,1.78,G,NA,1,0,0,1,0,NA,1.6,1.7,90.8,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-07-04,2021,7,4,185,15.9,24,13.3,24,1011.3,17,10,24,14.2,24,3.7,24,6.7,NA,20,NA,13.9,NA,50.04,G,NA,1,0,0,0,0,NA,1.5,1.8,84.6,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-07-05,2021,7,5,186,18.1,24,13.8,24,1018,22,17,24,15.4,24,2.9,24,6.7,NA,25.6,NA,13.9,NA,0.51,G,NA,1,0,0,0,0,NA,1.6,2.1,76,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-07-06,2021,7,6,187,24.9,24,19.9,24,1013.1,20,12.2,24,15.6,24,5.9,24,11.3,18.5,33.3,NA,13.9,NA,0.25,G,NA,1,0,0,1,0,NA,2.3,3.1,73.8,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-07-07,2021,7,7,188,26.9,24,19.7,24,1011.6,24,10.6,24,15.9,24,4.8,24,9.3,12.9,33.3,NA,20.6,NA,7.11,G,NA,1,0,0,1,0,NA,2.3,3.5,64.7,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-07-08,2021,7,8,189,20.6,24,16.2,24,1016.8,21,16.1,24,15,24,4.3,24,11.3,16.5,33.3,NA,17.8,NA,6.1,G,NA,1,0,0,1,0,NA,1.8,2.4,75.9,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-07-09,2021,7,9,190,19.6,24,17.6,24,1012.4,15,10.6,24,5.5,24,4.5,24,10.3,14.9,25.6,NA,17.2,NA,4.06,G,NA,1,1,0,0,0,0,2,2.3,88.2,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-07-10,2021,7,10,191,21.9,24,17.3,24,1013.9,23,13,24,15.9,24,3.7,24,5.1,NA,25.6,NA,17.2,NA,51.05,G,NA,1,0,0,0,0,NA,2,2.6,75.2,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-07-11,2021,7,11,192,21.7,24,16.5,24,1018.7,24,17.8,24,15.6,24,1.9,24,5.1,NA,27.8,NA,16.7,NA,1.27,G,NA,1,0,0,0,0,NA,1.9,2.6,72.3,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-07-12,2021,7,12,193,20.4,24,18.4,24,1021.1,11,20,24,10.9,24,3.8,24,7.2,NA,27.8,NA,16.7,NA,7.62,G,NA,1,0,0,0,0,NA,2.1,2.4,88.3,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-07-13,2021,7,13,194,19.4,24,16.9,24,1025.2,19,24.5,24,15.8,24,3.5,24,5.7,NA,21.7,NA,18.3,NA,24.13,G,NA,1,0,0,0,0,NA,1.9,2.2,85.5,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-07-14,2021,7,14,195,20.5,24,18.6,24,1021.7,12,21.3,24,4.3,24,2.5,24,4.1,NA,23.9,NA,18.3,NA,0.25,G,NA,1,1,0,0,0,0,2.1,2.4,88.9,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-07-15,2021,7,15,196,23.4,24,20.2,24,1018.2,20,17.3,24,13.4,24,2.5,24,5.7,NA,26.1,NA,18.9,NA,0,G,NA,1,0,0,0,0,0,2.4,2.9,82.2,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-07-16,2021,7,16,197,27.4,24,20.9,24,1014.6,24,13.6,24,16.1,24,4.6,24,9.8,12.4,35,NA,21.7,NA,0,G,NA,1,0,0,1,0,NA,2.5,3.6,67.7,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-07-17,2021,7,17,198,24.4,24,19.1,24,1017.6,24,16.6,24,15.9,24,3.8,24,5.7,NA,27.8,*,21.1,*,0.51,G,NA,1,0,0,1,0,NA,2.2,3.1,72.3,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-07-18,2021,7,18,199,21.5,24,19.2,24,1016.5,16,15.5,24,9,24,3.2,24,5.7,NA,26.1,NA,20,NA,8.38,G,NA,1,0,0,1,0,NA,2.2,2.6,86.8,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-07-19,2021,7,19,200,20.3,24,18.1,24,1014.2,19,13.1,24,9.3,24,3.4,24,5.1,NA,22.2,*,19,*,3.56,G,NA,1,1,0,0,0,0,2.1,2.4,87.2,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-07-20,2021,7,20,201,25.1,24,18.4,24,1011.5,24,10.5,24,13.2,24,2.6,24,4.6,NA,31.1,NA,19.4,NA,0,G,NA,0,0,0,0,0,0,2.1,3.2,66.4,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-07-21,2021,7,21,202,25.5,24,17.8,24,1010.3,24,9.3,24,13.7,24,3.9,24,9.3,12.9,31.1,NA,20,NA,0,G,NA,1,0,0,1,0,NA,2,3.3,62.4,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-07-22,2021,7,22,203,22.3,24,14.3,24,1014.5,24,13.5,24,16.1,24,4.3,24,6.7,10.8,28.9,NA,18.3,NA,0,G,NA,1,0,0,0,0,NA,1.6,2.7,60.5,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-07-23,2021,7,23,204,23,24,14.6,24,1018,24,17,24,16.1,24,3.7,24,5.7,NA,26.7,NA,18.3,NA,0,G,NA,1,0,0,0,0,NA,1.7,2.8,59.2,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-07-24,2021,7,24,205,22.1,24,13.8,24,1019.1,24,18.2,24,16.1,24,3.2,24,5.7,9.8,26.7,NA,17.8,NA,0,G,NA,0,0,0,0,0,0,1.6,2.7,59.3,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-07-25,2021,7,25,206,22.1,24,17.7,24,1014.4,24,13.4,24,15.8,24,5.3,24,10.3,12.4,25,NA,17.8,NA,0.25,G,NA,1,0,0,0,0,NA,2,2.7,76.1,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-07-26,2021,7,26,207,26.5,24,18.3,24,1010.5,24,9.5,24,12.4,24,3.5,24,5.7,9.8,33.9,NA,20.6,NA,3.56,G,NA,0,0,0,0,0,0,2.1,3.5,60.7,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-07-27,2021,7,27,208,26.7,24,16.6,24,1012,24,11,24,12.9,24,3.7,24,18,27.3,33.9,NA,21.1,NA,0,G,NA,1,0,0,1,0,NA,1.9,3.5,53.9,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-07-28,2021,7,28,209,21.1,24,16.3,24,1015.1,19,14,24,15.3,24,4,24,6.2,9.8,30.6,NA,18.9,NA,9.65,G,NA,1,0,0,1,0,NA,1.8,2.5,74.1,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-07-29,2021,7,29,210,22.1,24,15,24,1014.9,23,14.2,24,16.1,24,4.9,24,8.8,12.4,27.2,NA,18.9,NA,0,G,NA,1,0,0,0,0,NA,1.7,2.7,64.1,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-07-30,2021,7,30,211,23.3,24,15.8,24,1005.6,22,4.4,24,15.6,24,6.3,24,9.3,12.4,28.9,NA,18.9,NA,3.81,G,NA,1,0,0,1,0,NA,1.8,2.9,62.7,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-07-31,2021,7,31,212,20.7,24,8.1,24,1012.2,24,11.2,24,16.1,24,5.2,24,8.2,8.8,28.9,NA,16.1,NA,3.56,G,NA,0,0,0,0,0,0,1.1,2.4,44.3,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-08-01,2021,8,1,213,21.6,24,11.2,24,1013.3,24,12.3,24,16.1,24,3.8,24,8.8,NA,26.1,NA,16.1,NA,0,G,NA,0,0,0,0,0,0,1.3,2.6,51.6,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-08-02,2021,8,2,214,23.2,24,13.9,24,1011,24,10,24,16.1,24,4.4,24,8.2,10.8,28.3,NA,16.7,NA,0,G,NA,0,0,0,0,0,0,1.6,2.8,55.9,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-08-03,2021,8,3,215,22.6,24,13.3,24,1018.6,24,17.6,24,16.1,24,2.3,24,5.1,NA,28.3,NA,18.3,NA,0,G,NA,0,0,0,0,0,0,1.5,2.7,55.7,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-08-04,2021,8,4,216,22,24,16.6,24,1020.2,24,19.2,24,15.8,24,2.7,24,7.2,NA,25,NA,18.3,NA,0,G,NA,1,0,0,0,0,NA,1.9,2.6,71.5,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-08-05,2021,8,5,217,19.4,24,17.3,24,1019.5,8,18.4,24,9.3,24,4.6,24,7.2,NA,23.9,NA,18.3,NA,33.78,G,NA,1,0,0,0,0,NA,2,2.2,87.7,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-08-06,2021,8,6,218,23.9,24,18.5,24,1019.5,23,18.5,24,16.1,24,2.9,24,6.2,8.2,31.7,NA,18.3,NA,17.02,G,NA,0,0,0,0,0,0,2.1,3,71.8,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-08-07,2021,8,7,219,26.7,24,18.8,24,1017.3,24,16.4,24,16.1,24,4.3,24,7.2,9.3,33.3,NA,19.4,NA,0,G,NA,0,0,0,0,0,0,2.2,3.5,61.9,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-08-08,2021,8,8,220,25.7,24,18.7,24,1017.4,24,16.4,24,15.6,24,3.7,24,6.2,NA,33.3,NA,21.7,NA,0,G,NA,1,0,0,0,0,NA,2.2,3.3,65.3,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-08-09,2021,8,9,221,22.2,24,19.2,24,1021.5,18,20.6,24,11.9,24,3.8,24,5.7,NA,23.9,*,21,*,0,G,NA,1,0,0,0,0,NA,2.2,2.7,83.1,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-08-10,2021,8,10,222,21,24,18.4,24,1021.5,21,20.5,24,11.6,24,3.6,24,5.7,NA,23.9,NA,19.4,NA,29.97,G,NA,1,0,0,0,0,NA,2.1,2.5,85.1,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-08-11,2021,8,11,223,27.2,24,21.6,24,1015.6,20,15,24,16.1,24,4.6,24,8.2,9.8,33.9,NA,19.4,NA,0.76,G,NA,0,0,0,0,0,0,2.6,3.6,71.5,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-08-12,2021,8,12,224,29.1,24,22.2,24,1013.4,24,12.4,24,16.1,24,4.3,24,8.8,11.8,35.6,NA,22.8,NA,0,G,NA,0,0,0,0,0,0,2.7,4,66.4,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-08-13,2021,8,13,225,28.6,24,21.2,24,1014.9,24,13.9,24,16.1,24,4,24,8.8,NA,35.6,NA,24.4,NA,0,G,NA,0,0,0,0,0,0,2.5,3.9,64.3,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-08-14,2021,8,14,226,29.3,24,21.6,24,1015.2,24,14.3,24,16.1,24,3.6,24,8.2,10.8,33.3,NA,24.4,NA,0,G,NA,0,0,0,0,0,0,2.6,4.1,63.3,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-08-15,2021,8,15,227,25,24,13.3,24,1020.5,24,19.5,24,16.1,24,4.4,24,6.2,NA,33.3,NA,21.1,NA,0.25,G,NA,0,0,0,0,0,0,1.5,3.2,48.2,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-08-16,2021,8,16,228,22.3,24,14.6,24,1022.9,24,21.9,24,16.1,24,3.1,24,5.1,NA,26.7,NA,18.3,NA,0,G,NA,0,0,0,0,0,0,1.7,2.7,61.7,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-08-17,2021,8,17,229,23.9,24,17.4,24,1022.5,24,21.5,24,16.1,24,3.4,24,6.2,NA,29.4,NA,18.3,NA,0,G,NA,0,0,0,0,0,0,2,3,67,3.3
725090-14739,GEN E L LOGAN INTERNATIONAL AIRPORT,US,UNITED STATES,US,USA,MA,42.361,-71.01,3.2,19431121,20241112,2021-08-18,2021,8,18,230,25.8,24,17.9,24,1022.6,24,21.5,24,16.1,24,4.5,24,6.2,9.8,31.7,NA,19.4,NA,0,G,NA,0,0,0,0,0,0,2,3.3,61.7,3.3
